chorus_path,title,artist,rank,year,popularity,file_path
choruss\Holy_chorus.wav,Holy,Justin Bieber Featuring Chance The Rapper,35,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Holy.mp3
choruss\On Me_chorus.wav,On Me,Lil Baby,36,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\On Me.mp3
choruss\You Broke Me First._chorus.wav,You Broke Me First.,Tate McRae,37,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\You Broke Me First..mp3
choruss\Traitor_chorus.wav,Traitor,Olivia Rodrigo,38,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Traitor.mp3
choruss\Back In Blood_chorus.wav,Back In Blood,Pooh Shiesty Featuring Lil Durk,39,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Back In Blood.mp3
choruss\I Hope_chorus.wav,I Hope,Gabby Barrett Featuring Charlie Puth,40,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\I Hope.mp3
choruss\Dynamite_chorus.wav,Dynamite,BTS,41,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Dynamite.mp3
choruss\Wockesha_chorus.wav,Wockesha,Moneybagg Yo,42,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Wockesha.mp3
choruss\You Right_chorus.wav,You Right,Doja Cat & The Weeknd,43,2021,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\You Right.mp3
,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,44,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Beat Box.mp3
choruss\Laugh Now Cry Later_chorus.wav,Laugh Now Cry Later,Drake Featuring Lil Durk,45,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Laugh Now Cry Later.mp3
choruss\Need To Know_chorus.wav,Need To Know,Doja Cat,46,2021,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Need To Know.mp3
choruss\Wants And Needs_chorus.wav,Wants And Needs,Drake Featuring Lil Baby,47,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Wants And Needs.mp3
choruss\Way 2 Sexy_chorus.wav,Way 2 Sexy,Drake Featuring Future & Young Thug,48,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Way 2 Sexy.mp3
choruss\Telepatia_chorus.wav,Telepatia,Kali Uchis,49,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Telepatia.mp3
choruss\Whoopty_chorus.wav,Whoopty,CJ,50,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Whoopty.mp3
choruss\Lemonade_chorus.wav,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,51,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Lemonade.mp3
choruss\Good Days_chorus.wav,Good Days,SZA,52,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Good Days.mp3
choruss\Starting Over_chorus.wav,Starting Over,Chris Stapleton,53,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Starting Over.mp3
choruss\Body_chorus.wav,Body,Megan Thee Stallion,54,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Body.mp3
choruss\Willow_chorus.wav,Willow,Taylor Swift,55,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Willow.mp3
choruss\Bang!_chorus.wav,Bang!,AJR,56,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Bang!.mp3
choruss\Better Together_chorus.wav,Better Together,Luke Combs,57,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Better Together.mp3
choruss\You're Mines Still_chorus.wav,You're Mines Still,Yung Bleu Featuring Drake,58,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\You're Mines Still.mp3
choruss\Every Chance I Get_chorus.wav,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,59,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Every Chance I Get.mp3
choruss\Essence_chorus.wav,Essence,Wizkid Featuring Justin Bieber & Tems,60,2021,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Essence.mp3
choruss\Chasing After You_chorus.wav,Chasing After You,Ryan Hurd With Maren Morris,61,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Chasing After You.mp3
choruss\The Good Ones_chorus.wav,The Good Ones,Gabby Barrett,62,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\The Good Ones.mp3
choruss\Leave Before You Love Me_chorus.wav,Leave Before You Love Me,Marshmello X Jonas Brothers,63,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Leave Before You Love Me.mp3
choruss\Glad You Exist_chorus.wav,Glad You Exist,Dan + Shay,64,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Glad You Exist.mp3
choruss\Lonely_chorus.wav,Lonely,Justin Bieber & benny blanco,65,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Lonely.mp3
choruss\Beggin'_chorus.wav,Beggin',Maneskin,66,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Beggin'.mp3
choruss\Streets_chorus.wav,Streets,Doja Cat,67,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Streets.mp3
choruss\What's Next_chorus.wav,What's Next,Drake,68,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\What's Next.mp3
choruss\Famous Friends_chorus.wav,Famous Friends,Chris Young + Kane Brown,69,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Famous Friends.mp3
choruss\Lil Bit_chorus.wav,Lil Bit,Nelly & Florida Georgia Line,70,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Lil Bit.mp3
,Thot Shit,Megan Thee Stallion,71,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Thot Shit.mp3
choruss\Late At Night_chorus.wav,Late At Night,Roddy Ricch,72,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Late At Night.mp3
choruss\Kings & Queens_chorus.wav,Kings & Queens,Ava Max,73,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Kings & Queens.mp3
choruss\Anyone_chorus.wav,Anyone,Justin Bieber,74,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Anyone.mp3
choruss\Track Star_chorus.wav,Track Star,Mooski,75,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Track Star.mp3
,Cry Baby,Megan Thee Stallion Featuring DaBaby,77,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Cry Baby.mp3
choruss\All I Want For Christmas Is You_chorus.wav,All I Want For Christmas Is You,Mariah Carey,78,2021,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\All I Want For Christmas Is You.mp3
choruss\No More Parties_chorus.wav,No More Parties,Coi Leray Featuring Lil Durk,79,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\No More Parties.mp3
choruss\What's Your Country Song_chorus.wav,What's Your Country Song,Thomas Rhett,80,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\What's Your Country Song.mp3
choruss\One Too Many_chorus.wav,One Too Many,Keith Urban Duet With P!nk,81,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\One Too Many.mp3
choruss\Arcade_chorus.wav,Arcade,Duncan Laurence,82,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Arcade.mp3
choruss\Yonaguni_chorus.wav,Yonaguni,Bad Bunny,83,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Yonaguni.mp3
choruss\Good Time_chorus.wav,Good Time,Niko Moon,84,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Good Time.mp3
choruss\If I Didn't Love You_chorus.wav,If I Didn't Love You,Jason Aldean & Carrie Underwood,85,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\If I Didn't Love You.mp3
choruss\Knife Talk_chorus.wav,Knife Talk,Drake Featuring 21 Savage & Project Pat,86,2021,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Knife Talk.mp3
choruss\pov_chorus.wav,pov,Ariana Grande,87,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\pov.mp3
choruss\Just The Way_chorus.wav,Just The Way,Parmalee x Blanco Brown,88,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Just The Way.mp3
choruss\Take My Breath_chorus.wav,Take My Breath,The Weeknd,89,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Take My Breath.mp3
choruss\We're Good_chorus.wav,We're Good,Dua Lipa,90,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\We're Good.mp3
choruss\Hell Of A View_chorus.wav,Hell Of A View,Eric Church,91,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Hell Of A View.mp3
choruss\Rockin' Around The Christmas Tree_chorus.wav,Rockin' Around The Christmas Tree,Brenda Lee,92,2021,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Rockin' Around The Christmas Tree.mp3
choruss\Put Your Records On_chorus.wav,Put Your Records On,Ritt Momney,93,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Put Your Records On.mp3
choruss\Happier Than Ever_chorus.wav,Happier Than Ever,Billie Eilish,94,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Happier Than Ever.mp3
choruss\Single Saturday Night_chorus.wav,Single Saturday Night,Cole Swindell,95,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Single Saturday Night.mp3
choruss\Things A Man Oughta Know_chorus.wav,Things A Man Oughta Know,Lainey Wilson,96,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Things A Man Oughta Know.mp3
choruss\Throat Baby (Go Baby)_chorus.wav,Throat Baby (Go Baby),BRS Kash,97,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Throat Baby (Go Baby).mp3
,Tombstone,Rod Wave,98,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Tombstone.mp3
choruss\Drinkin' Beer. Talkin' God. Amen._chorus.wav,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,99,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Drinkin' Beer. Talkin' God. Amen..mp3
choruss\Todo de Ti_chorus.wav,Todo de Ti,Rauw Alejandro,100,2021,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Todo de Ti.mp3
choruss\Heat Waves_chorus.wav,Heat Waves,Glass Animals,1,2022,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Heat Waves.mp3
choruss\As It Was_chorus.wav,As It Was,Harry Styles,2,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\As It Was.mp3
choruss\Stay_chorus.wav,Stay,The Kid LAROI & Justin Bieber,3,2022,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Stay.mp3
choruss\Easy On Me_chorus.wav,Easy On Me,Adele,4,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Easy On Me.mp3
choruss\Shivers_chorus.wav,Shivers,Ed Sheeran,5,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Shivers.mp3
choruss\First Class_chorus.wav,First Class,Jack Harlow,6,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\First Class.mp3
choruss\Big Energy_chorus.wav,Big Energy,Latto,7,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Big Energy.mp3
choruss\Ghost_chorus.wav,Ghost,Justin Bieber,8,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Ghost.mp3
choruss\Super Gremlin_chorus.wav,Super Gremlin,Kodak Black,9,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Super Gremlin.mp3
choruss\Cold Heart (PNAU Remix)_chorus.wav,Cold Heart (PNAU Remix),Elton John & Dua Lipa,10,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Cold Heart (PNAU Remix).mp3
choruss\Wait For U_chorus.wav,Wait For U,Future Featuring Drake & Tems,11,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Wait For U.mp3
choruss\About Damn Time_chorus.wav,About Damn Time,Lizzo,12,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\About Damn Time.mp3
choruss\Bad Habits_chorus.wav,Bad Habits,Ed Sheeran,13,2022,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Bad Habits.mp3
choruss\Thats What I Want_chorus.wav,Thats What I Want,Lil Nas X,14,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Thats What I Want.mp3
choruss\Enemy_chorus.wav,Enemy,Imagine Dragons X JID,15,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Enemy.mp3
choruss\Industry Baby_chorus.wav,Industry Baby,Lil Nas X & Jack Harlow,16,2022,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Industry Baby.mp3
choruss\abcdefu_chorus.wav,abcdefu,GAYLE,17,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\abcdefu.mp3
choruss\Need To Know_chorus.wav,Need To Know,Doja Cat,18,2022,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Need To Know.mp3
choruss\Wasted On You_chorus.wav,Wasted On You,Morgan Wallen,19,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Wasted On You.mp3
choruss\Me Porto Bonito_chorus.wav,Me Porto Bonito,Bad Bunny & Chencho Corleone,20,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Me Porto Bonito.mp3
choruss\Woman_chorus.wav,Woman,Doja Cat,21,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Woman.mp3
choruss\Titi Me Pregunto_chorus.wav,Titi Me Pregunto,Bad Bunny,22,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Titi Me Pregunto.mp3
choruss\Running Up That Hill (A Deal With God)_chorus.wav,Running Up That Hill (A Deal With God),Kate Bush,23,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Running Up That Hill (A Deal With God).mp3
choruss\We Don't Talk About Bruno_chorus.wav,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",24,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\We Don't Talk About Bruno.mp3
choruss\Late Night Talking_chorus.wav,Late Night Talking,Harry Styles,25,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Late Night Talking.mp3
choruss\I Like You (A Happier Song)_chorus.wav,I Like You (A Happier Song),Post Malone Featuring Doja Cat,26,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\I Like You (A Happier Song).mp3
choruss\You Proof_chorus.wav,You Proof,Morgan Wallen,27,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\You Proof.mp3
choruss\Bad Habit_chorus.wav,Bad Habit,Steve Lacy,28,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Bad Habit.mp3
choruss\Sunroof_chorus.wav,Sunroof,Nicky Youre & dazy,29,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Sunroof.mp3
choruss\One Right Now_chorus.wav,One Right Now,Post Malone & The Weeknd,30,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\One Right Now.mp3
choruss\Good 4 U_chorus.wav,Good 4 U,Olivia Rodrigo,31,2022,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Good 4 U.mp3
choruss\Numb Little Bug_chorus.wav,Numb Little Bug,Em Beihold,32,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Numb Little Bug.mp3
choruss\Jimmy Cooks_chorus.wav,Jimmy Cooks,Drake Featuring 21 Savage,33,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Jimmy Cooks.mp3
choruss\'Til You Can't_chorus.wav,'Til You Can't,Cody Johnson,34,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\'Til You Can't.mp3
choruss\Fancy Like_chorus.wav,Fancy Like,Walker Hayes,35,2022,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Fancy Like.mp3
choruss\The Kind Of Love We Make_chorus.wav,The Kind Of Love We Make,Luke Combs,36,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\The Kind Of Love We Make.mp3
choruss\I Ain't Worried_chorus.wav,I Ain't Worried,OneRepublic,37,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\I Ain't Worried.mp3
choruss\Break My Soul_chorus.wav,Break My Soul,Beyonce,38,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Break My Soul.mp3
choruss\Something In The Orange_chorus.wav,Something In The Orange,Zach Bryan,39,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Something In The Orange.mp3
choruss\Save Your Tears_chorus.wav,Save Your Tears,The Weeknd & Ariana Grande,40,2022,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Save Your Tears.mp3
choruss\Smokin Out The Window_chorus.wav,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),41,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Smokin Out The Window.mp3
choruss\Levitating_chorus.wav,Levitating,Dua Lipa,42,2022,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Levitating.mp3
choruss\In A Minute_chorus.wav,In A Minute,Lil Baby,43,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\In A Minute.mp3
choruss\Moscow Mule_chorus.wav,Moscow Mule,Bad Bunny,44,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Moscow Mule.mp3
choruss\You Right_chorus.wav,You Right,Doja Cat & The Weeknd,45,2022,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\You Right.mp3
